Platform,Year_of_Release,Genre,Publisher,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating
WiiU,2014.0,Action,Activision,0.7,86.0,4.0,7.1,18.0,E10+
XB,2001.0,Action,Activision,0.7,58.0,28.0,5.9,14.0,T
DS,2009.0,Adventure,Capcom,0.7,78.0,51.0,8.4,79.0,T
PS2,2003.0,Shooter,Sony Computer Entertainment,0.7,73.0,33.0,8.3,19.0,T
PS3,2011.0,Adventure,Deep Silver,0.7,79.0,61.0,8.1,372.0,M
PS2,2001.0,Racing,Atari,0.7,84.0,22.0,8.2,11.0,E
XB,2005.0,Role-Playing,Microsoft Game Studios,0.7,89.0,84.0,8.6,113.0,M
X360,2008.0,Role-Playing,Square Enix,0.7,68.0,60.0,7,158.0,T
PS4,2016.0,Action,Warner Bros. Interactive Entertainment,0.7,78.0,61.0,7.5,91.0,E10+
X360,2011.0,Sports,Electronic Arts,0.7,86.0,56.0,7,72.0,E10+
GBA,2001.0,Strategy,Nintendo,0.7,92.0,28.0,9,95.0,E
PS2,2000.0,Racing,Electronic Arts,0.7,66.0,16.0,6.6,9.0,E
PS2,2004.0,Action,Illusion Softworks,0.7,65.0,30.0,7.6,62.0,M
PSP,2005.0,Platform,Sony Computer Entertainment,0.7,66.0,35.0,6.4,16.0,E
PS2,2000.0,Simulation,Namco Bandai Games,0.7,58.0,16.0,8.1,49.0,T
PS3,2008.0,Sports,Sony Computer Entertainment,0.7,85.0,33.0,8.7,76.0,E
PS2,2002.0,Shooter,Eidos Interactive,0.7,90.0,33.0,8.8,127.0,T
X360,2011.0,Simulation,Konami Digital Entertainment,0.7,43.0,18.0,3.3,25.0,T
X360,2011.0,Racing,Ubisoft,0.7,80.0,63.0,7.6,130.0,T
GBA,2004.0,Adventure,Nintendo,0.7,73.0,8.0,7.5,39.0,E
PS3,2010.0,Shooter,Activision,0.7,65.0,49.0,7.4,45.0,T
PSP,2007.0,Action,Konami Digital Entertainment,0.69,65.0,19.0,7.5,27.0,T
Wii,2009.0,Misc,Warner Bros. Interactive Entertainment,0.69,70.0,15.0,6.8,6.0,E10+
XB,2005.0,Shooter,Microsoft Game Studios,0.69,89.0,37.0,7.4,34.0,M
PS2,2005.0,Action,Midway Games,0.69,77.0,41.0,8.6,74.0,M
X360,2010.0,Sports,Ubisoft,0.69,40.0,30.0,4.4,9.0,T
PSP,2006.0,Racing,THQ,0.69,68.0,22.0,8.1,7.0,E
GBA,2004.0,Misc,Nintendo,0.69,62.0,35.0,4.9,11.0,E
GC,2003.0,Fighting,Atari,0.69,65.0,16.0,6.3,15.0,T
XOne,2014.0,Shooter,Electronic Arts,0.69,76.0,65.0,7.4,438.0,E10+
XOne,2013.0,Racing,Electronic Arts,0.69,75.0,18.0,5.8,175.0,E10+
DS,2008.0,Simulation,Electronic Arts,0.69,50.0,12.0,3.3,4.0,E
GC,2002.0,Action,Electronic Arts,0.69,77.0,14.0,8.3,27.0,E
PS3,2010.0,Action,Ubisoft,0.69,75.0,49.0,7.6,120.0,T
GC,2003.0,Action,Electronic Arts,0.69,84.0,23.0,8.5,21.0,T
PC,2011.0,Simulation,Electronic Arts,0.69,77.0,56.0,6.1,173.0,T
PS3,2011.0,Sports,Take-Two Interactive,0.69,82.0,37.0,7.7,55.0,E
PS2,2004.0,Role-Playing,Interplay,0.68,78.0,44.0,8.7,54.0,T
GBA,2004.0,Action,Activision,0.68,63.0,8.0,9,4.0,E
PS3,2009.0,Simulation,505 Games,0.68,81.0,28.0,7.3,20.0,T
XB,2003.0,Sports,Electronic Arts,0.68,89.0,22.0,8.8,24.0,E
X360,2007.0,Racing,THQ,0.68,70.0,43.0,7.1,17.0,E
X360,2008.0,Role-Playing,Square Enix,0.68,66.0,49.0,6.9,122.0,M
XB,2004.0,Sports,Electronic Arts,0.68,89.0,29.0,8,12.0,E
PS3,2010.0,Platform,Sony Computer Entertainment,0.68,85.0,46.0,8.8,172.0,E10+
GC,2003.0,Fighting,Tomy Corporation,0.68,72.0,21.0,8.1,20.0,T
PS4,2014.0,Shooter,505 Games,0.68,67.0,41.0,7.1,178.0,M
PS2,2005.0,Action,Ubisoft,0.68,85.0,46.0,8.5,111.0,M
PSP,2007.0,Sports,Sony Computer Entertainment,0.68,82.0,42.0,8.6,12.0,E
PS,1998.0,Role-Playing,Konami Digital Entertainment,0.68,82.0,8.0,8.4,162.0,T
PS3,2008.0,Action,Sega,0.68,42.0,27.0,6.2,45.0,T
XB,2005.0,Sports,Electronic Arts,0.68,80.0,39.0,7.5,22.0,E
XB,2004.0,Fighting,Electronic Arts,0.68,85.0,47.0,8.7,20.0,T
PS2,2002.0,Role-Playing,Atari,0.68,76.0,24.0,8.9,81.0,T
XOne,2014.0,Shooter,Bethesda Softworks,0.68,79.0,18.0,7.8,397.0,M
DS,2007.0,Racing,THQ,0.68,69.0,7.0,6.8,5.0,E
Wii,2012.0,Action,Nintendo,0.67,82.0,6.0,8.8,37.0,E10+
XB,2003.0,Shooter,Activision,0.67,84.0,38.0,8.8,33.0,M
PC,2011.0,Role-Playing,Unknown,0.67,84.0,59.0,7.3,561.0,T
PS3,2007.0,Platform,Activision,0.67,60.0,33.0,7,40.0,T
PC,2008.0,Role-Playing,Electronic Arts,0.67,89.0,45.0,8.6,2386.0,M
XOne,2014.0,Action,Bethesda Softworks,0.67,79.0,24.0,7.3,430.0,M
PS2,2002.0,Simulation,Metro 3D,0.67,74.0,23.0,9,33.0,T
XB,2005.0,Shooter,Activision,0.67,78.0,54.0,8.9,89.0,T
PS4,2014.0,Action,Warner Bros. Interactive Entertainment,0.67,71.0,31.0,7.1,98.0,E10+
PS3,2008.0,Action,Touchstone,0.67,67.0,38.0,6,39.0,M
X360,2013.0,Action,505 Games,0.67,81.0,39.0,7.2,139.0,T
Wii,2006.0,Shooter,Ubisoft,0.67,63.0,54.0,6.8,121.0,T
PS3,2007.0,Shooter,Midway Games,0.67,86.0,42.0,7.7,127.0,M
DS,2010.0,Role-Playing,Nintendo,0.67,68.0,8.0,7.1,11.0,E
DS,2010.0,Simulation,Electronic Arts,0.67,73.0,9.0,6.4,20.0,E
XB,2004.0,Sports,Electronic Arts,0.66,81.0,38.0,8.8,9.0,E
DS,2007.0,Role-Playing,Square Enix,0.66,77.0,41.0,7.2,25.0,E10+
Wii,2009.0,Action,Activision,0.66,62.0,12.0,7.2,11.0,E
PS3,2006.0,Simulation,Ubisoft,0.66,67.0,26.0,6.9,9.0,T
PSP,2006.0,Fighting,THQ,0.66,78.0,13.0,8.1,21.0,T
PS4,2015.0,Racing,Codemasters,0.66,65.0,46.0,6.3,43.0,E
PS2,2007.0,Sports,Activision,0.66,65.0,6.0,6.6,17.0,T
PS3,2007.0,Shooter,Take-Two Interactive,0.66,80.0,35.0,7.7,107.0,M
PS2,2003.0,Sports,Sony Computer Entertainment,0.66,61.0,21.0,7.9,9.0,E
PS,2001.0,Role-Playing,Electronic Arts,0.66,58.0,10.0,8.3,12.0,T
PS2,2002.0,Sports,Electronic Arts,0.66,74.0,13.0,8,27.0,E
PS2,2006.0,Strategy,Atari,0.66,69.0,32.0,2.9,52.0,E10+
X360,2010.0,Action,Konami Digital Entertainment,0.66,83.0,70.0,7.8,237.0,M
X360,2009.0,Sports,Electronic Arts,0.66,88.0,52.0,8.4,71.0,E10+
PS2,2004.0,Fighting,Capcom,0.66,78.0,30.0,8.7,20.0,T
X360,2012.0,Sports,Electronic Arts,0.66,83.0,44.0,6.6,86.0,E10+
PC,2010.0,Strategy,Sega,0.66,81.0,56.0,7.9,515.0,T
WiiU,2013.0,Platform,Ubisoft,0.66,92.0,35.0,8.7,465.0,E10+
GC,2003.0,Simulation,Electronic Arts,0.66,81.0,30.0,9,15.0,T
PC,2013.0,Shooter,Take-Two Interactive,0.66,94.0,68.0,8.5,7322.0,M
PSP,2007.0,Action,THQ,0.66,64.0,7.0,7.1,7.0,E
PS3,2012.0,Action,Warner Bros. Interactive Entertainment,0.66,67.0,37.0,7.1,199.0,M
PS3,2008.0,Strategy,Ubisoft,0.66,76.0,33.0,6.6,42.0,T
GBA,2002.0,Action,TDK Mediactive,0.66,71.0,7.0,7.4,5.0,E
PS2,2004.0,Role-Playing,Konami Digital Entertainment,0.66,63.0,44.0,7.3,47.0,T
PSP,2010.0,Action,Namco Bandai Games,0.66,71.0,30.0,7.9,35.0,T
PS3,2010.0,Action,Ubisoft Annecy,0.66,60.0,30.0,6.9,29.0,M
PS3,2013.0,Action,Namco Bandai Games,0.66,71.0,35.0,7.8,61.0,T
XB,2005.0,Shooter,Ubisoft,0.66,88.0,64.0,8,69.0,M
XOne,2015.0,Action,Warner Bros. Interactive Entertainment,0.65,70.0,17.0,6.7,44.0,E10+
PS2,2008.0,Action,Activision,0.65,73.0,6.0,8.6,5.0,E10+
PSV,2014.0,Role-Playing,Sony Computer Entertainment,0.65,73.0,39.0,8.3,265.0,T
PS3,2008.0,Sports,Ubisoft,0.65,63.0,30.0,6.3,26.0,T
PS2,2005.0,Role-Playing,Square Enix,0.65,74.0,36.0,9,54.0,T
GC,2003.0,Racing,Nintendo,0.65,89.0,50.0,8.5,161.0,T
PS2,2005.0,Platform,Disney Interactive Studios,0.65,60.0,20.0,8.9,7.0,E10+
X360,2008.0,Misc,Microsoft Game Studios,0.65,76.0,32.0,7.4,25.0,T
GBA,2004.0,Platform,Nintendo,0.65,60.0,23.0,6.6,5.0,E
PS2,2002.0,Racing,Ubisoft,0.65,47.0,11.0,6,6.0,T
PS3,2008.0,Sports,Electronic Arts,0.65,82.0,34.0,7.2,9.0,E
PSV,2012.0,Fighting,Warner Bros. Interactive Entertainment,0.65,85.0,51.0,7.8,192.0,M
X360,2008.0,Sports,Electronic Arts,0.65,84.0,41.0,7.8,29.0,E
GBA,2003.0,Strategy,Nintendo,0.65,89.0,34.0,9.4,97.0,E
DS,2007.0,Platform,Nintendo,0.65,60.0,35.0,7.4,19.0,E10+
Wii,2011.0,Role-Playing,Nintendo,0.65,80.0,61.0,8.4,179.0,T
PS2,2003.0,Role-Playing,Square Enix,0.65,63.0,55.0,9.1,88.0,M
PS2,2005.0,Role-Playing,Sony Online Entertainment,0.65,77.0,48.0,8.8,43.0,T
PS2,2005.0,Action,Electronic Arts,0.65,68.0,29.0,6.7,48.0,E10+
X360,2009.0,Sports,Electronic Arts,0.65,80.0,51.0,6.9,20.0,E
Wii,2008.0,Action,Activision,0.65,54.0,11.0,7.5,26.0,T
PC,2016.0,Simulation,Focus Home Interactive,0.65,64.0,5.0,8,20.0,E
PSV,2014.0,Shooter,Take-Two Interactive,0.64,64.0,31.0,7.6,358.0,M
GBA,2004.0,Platform,Vivendi Games,0.64,67.0,23.0,6.6,12.0,E
PC,2013.0,Action,Ubisoft,0.64,84.0,10.0,7.7,1470.0,M
Wii,2008.0,Racing,Electronic Arts,0.64,54.0,12.0,6.2,29.0,T
PS2,2004.0,Platform,Vivendi Games,0.64,60.0,16.0,8,44.0,E
PS2,2004.0,Platform,Vivendi Games,0.64,64.0,38.0,8,129.0,E
WiiU,2014.0,Action,Warner Bros. Interactive Entertainment,0.64,68.0,5.0,7.7,25.0,E10+
XB,2003.0,Shooter,Take-Two Interactive,0.64,84.0,34.0,8.4,49.0,M
DS,2009.0,Puzzle,THQ,0.64,72.0,21.0,7.7,22.0,E
PS2,2004.0,Shooter,Electronic Arts,0.64,60.0,38.0,7,32.0,T
X360,2014.0,Sports,Take-Two Interactive,0.64,50.0,5.0,4,65.0,T
PSP,2007.0,Role-Playing,Square Enix,0.64,74.0,32.0,7.4,28.0,T
XB,2004.0,Shooter,Electronic Arts,0.64,83.0,51.0,7.4,27.0,T
PS2,2003.0,Platform,Activision,0.64,58.0,24.0,7.2,13.0,T
XB,2005.0,Sports,Electronic Arts,0.64,79.0,30.0,6.4,15.0,E
3DS,2011.0,Platform,Ubisoft,0.64,61.0,39.0,6.6,48.0,E
PC,2013.0,Sports,Sega,0.64,85.0,41.0,5.5,275.0,E
XB,2002.0,Shooter,Eidos Interactive,0.64,88.0,20.0,7.7,34.0,T
PS2,2006.0,Action,Capcom,0.64,81.0,45.0,8.9,62.0,M
PS3,2010.0,Action,Capcom,0.64,61.0,37.0,7.9,29.0,T
X360,2007.0,Racing,THQ,0.64,75.0,38.0,7.3,31.0,T
Wii,2009.0,Action,Rondomedia,0.64,67.0,18.0,8.2,10.0,E10+
PS4,2016.0,Action,Bethesda Softworks,0.64,88.0,56.0,7.7,569.0,M
XOne,2014.0,Racing,Ubisoft,0.64,64.0,18.0,5.9,176.0,T
X360,2010.0,Fighting,Namco Bandai Games,0.64,57.0,33.0,7.4,30.0,T
PS3,2012.0,Sports,Electronic Arts,0.64,84.0,22.0,6.8,60.0,E10+
PS3,2012.0,Fighting,Tecmo Koei,0.64,74.0,34.0,7.7,109.0,M
XOne,2015.0,Shooter,Take-Two Interactive,0.64,74.0,31.0,5.1,336.0,M
PS2,2004.0,Platform,Activision,0.64,63.0,25.0,5.7,12.0,E
PS3,2008.0,Shooter,Capcom,0.64,67.0,34.0,7,36.0,T
PS2,2005.0,Role-Playing,Activision,0.63,82.0,44.0,7.3,41.0,T
X360,2006.0,Action,LucasArts,0.63,81.0,50.0,8,45.0,E10+
Wii,2010.0,Misc,MTV Games,0.63,91.0,10.0,6.9,36.0,T
PC,2011.0,Action,Electronic Arts,0.63,82.0,45.0,4.5,4533.0,M
XB,2001.0,Sports,Activision,0.63,78.0,24.0,8.8,5.0,T
PS3,2007.0,Sports,Electronic Arts,0.63,73.0,28.0,6.8,10.0,E
XB,2002.0,Sports,Electronic Arts,0.63,88.0,11.0,7.7,11.0,E
X360,2009.0,Action,Electronic Arts,0.63,55.0,58.0,7,110.0,T
PC,2014.0,Shooter,Ubisoft,0.63,80.0,17.0,6.7,1064.0,M
PS2,2005.0,Racing,Electronic Arts,0.63,78.0,18.0,7.7,18.0,E
PSP,2008.0,Action,Sega,0.63,44.0,7.0,6.5,16.0,T
PS3,2010.0,Role-Playing,Sony Computer Entertainment,0.63,60.0,45.0,7.1,64.0,T
X360,2007.0,Racing,THQ,0.63,68.0,24.0,7.6,21.0,T
PS3,2009.0,Shooter,Activision,0.63,71.0,58.0,7.4,77.0,M
X360,2013.0,Shooter,Activision,0.63,32.0,30.0,4,410.0,M
PC,2011.0,Simulation,Electronic Arts,0.63,70.0,22.0,3.6,81.0,T
PS2,2002.0,Platform,Sony Computer Entertainment,0.63,82.0,31.0,8.4,32.0,E
PS3,2007.0,Racing,Sega,0.63,75.0,40.0,7,20.0,E
PS2,2007.0,Role-Playing,Tecmo Koei,0.63,89.0,25.0,8.3,296.0,M
PS2,2001.0,Sports,Electronic Arts,0.63,82.0,17.0,5.8,28.0,E
3DS,2012.0,Action,Activision,0.63,62.0,7.0,4.6,20.0,E
X360,2008.0,Action,Sega,0.63,80.0,76.0,8.4,178.0,M
PS2,2006.0,Action,Capcom,0.63,93.0,69.0,9.3,327.0,T
PSP,2009.0,Role-Playing,Ghostlight,0.63,89.0,40.0,8.3,317.0,M
PS,2000.0,Sports,Electronic Arts,0.63,88.0,10.0,7.7,7.0,E
PC,2013.0,Shooter,Electronic Arts,0.63,76.0,47.0,6.5,1223.0,M
PS,2000.0,Platform,Activision,0.63,54.0,10.0,5.3,4.0,E
PS4,2015.0,Sports,Electronic Arts,0.63,78.0,28.0,5.5,157.0,E10+
PS3,2006.0,Sports,Activision,0.63,76.0,43.0,7.2,14.0,T
X360,2009.0,Action,Atari,0.63,79.0,53.0,8.5,125.0,T
X360,2012.0,Strategy,Take-Two Interactive,0.62,90.0,35.0,8.3,366.0,M
XB,2005.0,Sports,Activision,0.62,77.0,40.0,7.7,15.0,T
PS2,2002.0,Role-Playing,Ubisoft,0.62,78.0,30.0,8.4,38.0,T
GC,2006.0,Sports,Electronic Arts,0.62,82.0,14.0,9.2,5.0,E
XB,2003.0,Sports,Electronic Arts,0.62,89.0,18.0,8.2,14.0,E
PS2,2004.0,Platform,THQ,0.62,71.0,31.0,8,10.0,E
PS3,2011.0,Misc,Ubisoft,0.62,75.0,5.0,6,7.0,E10+
3DS,2011.0,Action,Disney Interactive Studios,0.62,71.0,16.0,7.3,20.0,E10+
Wii,2007.0,Racing,Nintendo,0.62,46.0,34.0,6.8,26.0,E
GC,2003.0,Action,Capcom,0.62,93.0,52.0,8.3,115.0,T
GBA,2004.0,Simulation,Electronic Arts,0.62,72.0,6.0,9.2,25.0,E
PS3,2009.0,Misc,Activision,0.62,86.0,44.0,8,48.0,T
PS2,2004.0,Sports,Play It,0.62,48.0,14.0,6.8,4.0,E
Wii,2010.0,Shooter,Ubisoft,0.62,80.0,73.0,8.6,178.0,T
PS2,2004.0,Racing,Eidos Interactive,0.62,68.0,23.0,8.6,8.0,T
XOne,2016.0,Action,Take-Two Interactive,0.62,67.0,20.0,4.6,274.0,M
X360,2010.0,Action,Ubisoft,0.62,74.0,69.0,7.8,112.0,T
PS3,2011.0,Action,Ubisoft Annecy,0.62,70.0,17.0,7.9,35.0,T
Wii,2010.0,Misc,Activision,0.62,88.0,20.0,7.5,17.0,T
X360,2011.0,Sports,Electronic Arts,0.62,80.0,50.0,6.1,25.0,E
X360,2008.0,Platform,THQ,0.62,50.0,32.0,6.3,6.0,E
DS,2009.0,Action,Electronic Arts,0.61,48.0,9.0,4.3,7.0,E
PS3,2010.0,Role-Playing,Square Enix,0.61,68.0,58.0,8.4,263.0,M
PS3,2014.0,Sports,Electronic Arts,0.61,73.0,33.0,4.3,87.0,E
PS3,2008.0,Sports,Take-Two Interactive,0.61,82.0,30.0,7,37.0,E
XB,2002.0,Sports,Microsoft Game Studios,0.61,72.0,25.0,8.6,12.0,E
PS2,2006.0,Action,Tecmo Koei,0.61,58.0,26.0,8.8,13.0,T
PS3,2009.0,Shooter,Bethesda Softworks,0.61,70.0,61.0,6.4,55.0,M
3DS,2011.0,Simulation,505 Games,0.61,56.0,6.0,6,7.0,E
3DS,2012.0,Action,Warner Bros. Interactive Entertainment,0.61,73.0,13.0,7.4,21.0,E10+
DS,2008.0,Role-Playing,Nintendo,0.61,81.0,42.0,7,106.0,E10+
PS4,2014.0,Shooter,Electronic Arts,0.61,75.0,23.0,7.6,259.0,E10+
Wii,2009.0,Shooter,Nintendo,0.61,91.0,48.0,9.3,316.0,T
PS2,2002.0,Shooter,TDK Mediactive,0.61,72.0,20.0,8.5,8.0,T
PS3,2011.0,Action,Disney Interactive Studios,0.61,70.0,29.0,6.9,13.0,E10+
PSP,2009.0,Platform,Sony Computer Entertainment,0.61,71.0,47.0,6.3,28.0,E10+
GBA,2004.0,Misc,Majesco Entertainment,0.61,49.0,7.0,6.8,6.0,E
PS2,2003.0,Shooter,Namco Bandai Games,0.61,81.0,29.0,8.1,12.0,T
PS3,2010.0,Shooter,Sega,0.61,84.0,61.0,8.1,304.0,M
PSV,2013.0,Adventure,Sony Computer Entertainment Europe,0.61,87.0,82.0,8.9,391.0,E
XB,2005.0,Shooter,Electronic Arts,0.61,90.0,35.0,8.6,115.0,M
X360,2009.0,Sports,Activision,0.61,46.0,43.0,3,67.0,E10+
PS3,2014.0,Shooter,Take-Two Interactive,0.61,77.0,24.0,6.3,130.0,M
X360,2008.0,Sports,Bethesda Softworks,0.61,70.0,28.0,5.9,34.0,E
PS3,2009.0,Role-Playing,Deep Silver,0.61,70.0,45.0,7.1,51.0,M
X360,2010.0,Sports,Konami Digital Entertainment,0.61,79.0,43.0,5.9,33.0,E
X360,2009.0,Sports,Spike,0.61,64.0,29.0,5.3,26.0,E
GBA,2005.0,Role-Playing,Nintendo,0.61,85.0,30.0,7.3,70.0,E10+
PS3,2011.0,Fighting,Namco Bandai Games,0.61,58.0,26.0,5.4,77.0,T
GBA,2005.0,Action,Electronic Arts,0.61,71.0,9.0,6,8.0,E
GBA,2004.0,Action,Atari,0.61,62.0,19.0,8.9,39.0,E
GBA,2001.0,Action,Activision,0.61,84.0,8.0,8.7,11.0,E
DS,2009.0,Racing,Electronic Arts,0.61,67.0,11.0,7.3,4.0,E
PS2,2003.0,Fighting,Atari,0.61,75.0,34.0,7.7,35.0,T
Wii,2010.0,Misc,Namco Bandai Games,0.61,59.0,14.0,5.9,8.0,E10+
GBA,2003.0,Sports,Activision,0.6,86.0,9.0,7.7,9.0,E
PS2,2005.0,Platform,Sega,0.6,45.0,28.0,6,137.0,E10+
GC,2001.0,Racing,Nintendo,0.6,80.0,21.0,8.3,29.0,E
PS3,2013.0,Shooter,Sega,0.6,43.0,25.0,3.6,295.0,M
PS2,2003.0,Fighting,Eidos Interactive,0.6,51.0,24.0,7.8,29.0,M
PS3,2011.0,Shooter,Sega,0.6,64.0,55.0,7.4,69.0,M
XB,2005.0,Fighting,Electronic Arts,0.6,88.0,48.0,8.8,27.0,T
PS3,2013.0,Action,Deep Silver,0.6,62.0,25.0,5.9,140.0,M
XOne,2014.0,Sports,Microsoft Game Studios,0.6,60.0,53.0,5.1,144.0,E10+
PS2,2007.0,Sports,Take-Two Interactive,0.6,72.0,7.0,6,9.0,E
PS3,2013.0,Action,Tecmo Koei,0.6,68.0,26.0,8.5,75.0,T
WiiU,2013.0,Action,Disney Interactive Studios,0.6,71.0,10.0,7.6,58.0,E10+
PS2,2009.0,Platform,Sony Computer Entertainment,0.6,61.0,9.0,6.7,14.0,E10+
X360,2009.0,Shooter,Ubisoft,0.6,77.0,77.0,7.6,94.0,M
X360,2010.0,Fighting,Ubisoft,0.6,32.0,38.0,4.6,23.0,T
PS2,2001.0,Racing,Ubisoft,0.6,63.0,10.0,8.6,8.0,E
PS2,2006.0,Action,THQ,0.6,52.0,29.0,7.5,39.0,M
PS2,2001.0,Shooter,Vivendi Games,0.6,87.0,24.0,8.6,94.0,M
X360,2010.0,Racing,Disney Interactive Studios,0.6,82.0,78.0,8.1,101.0,E10+
DS,2007.0,Action,Sega,0.6,43.0,7.0,4.9,8.0,E10+
Wii,2009.0,Role-Playing,Rising Star Games,0.6,81.0,58.0,8.7,101.0,T
Wii,2008.0,Action,Capcom,0.6,90.0,44.0,8.9,236.0,T
PS4,2014.0,Action,Warner Bros. Interactive Entertainment,0.6,72.0,47.0,6.6,88.0,E10+
PS4,2016.0,Sports,Take-Two Interactive,0.6,69.0,50.0,6.9,88.0,T
WiiU,2013.0,Misc,Ubisoft,0.6,72.0,13.0,7.6,45.0,E10+
PS4,2014.0,Sports,Electronic Arts,0.6,60.0,28.0,3.6,306.0,E10+
PC,2011.0,Strategy,Sega,0.6,90.0,62.0,8.3,1180.0,T
DS,2007.0,Simulation,Electronic Arts,0.6,69.0,27.0,6.3,18.0,E
PS2,2004.0,Racing,THQ,0.59,62.0,8.0,8.1,8.0,E
X360,2008.0,Misc,Electronic Arts,0.59,56.0,9.0,5.8,17.0,E
PS3,2009.0,Sports,Activision,0.59,44.0,29.0,2.1,31.0,E10+
GC,2002.0,Shooter,Electronic Arts,0.59,80.0,16.0,7.9,16.0,T
PC,2008.0,Action,Electronic Arts,0.59,86.0,28.0,8,1093.0,M
PS3,2010.0,Sports,Electronic Arts,0.59,88.0,38.0,7.1,54.0,E10+
PS3,2012.0,Action,Sega,0.59,83.0,34.0,8.5,180.0,M
PS2,2002.0,Sports,Electronic Arts,0.59,73.0,19.0,5.6,18.0,E
XB,2004.0,Sports,Electronic Arts,0.59,90.0,31.0,8.5,19.0,E
GC,2002.0,Platform,Universal Interactive,0.59,62.0,11.0,7.3,22.0,E
XOne,2015.0,Sports,Take-Two Interactive,0.59,72.0,18.0,5.7,75.0,T
PC,2011.0,Action,Ubisoft,0.59,88.0,24.0,8.2,1102.0,M
XB,2003.0,Sports,Microsoft Game Studios,0.59,73.0,42.0,7.8,47.0,M
PS2,2010.0,Action,Konami Digital Entertainment,0.59,77.0,8.0,6.8,82.0,M
X360,2010.0,Racing,Activision,0.59,82.0,78.0,8.3,169.0,E10+
DS,2004.0,Racing,Ubisoft,0.59,60.0,38.0,7.5,13.0,E
PS2,2004.0,Platform,Capcom,0.59,81.0,26.0,9,20.0,E
PS3,2014.0,Action,Konami Digital Entertainment,0.59,66.0,5.0,5.9,242.0,M
GBA,2003.0,Simulation,Ubisoft,0.59,81.0,25.0,9.6,116.0,E
X360,2008.0,Action,Ubisoft,0.59,80.0,34.0,7.8,46.0,T
DS,2009.0,Misc,Nintendo,0.59,82.0,53.0,8.7,39.0,E
Wii,2008.0,Action,Sega,0.59,44.0,14.0,7,8.0,T
PS3,2010.0,Fighting,Sony Computer Entertainment,0.59,48.0,39.0,7.5,77.0,T
PS2,2003.0,Action,Capcom,0.58,58.0,30.0,5.1,38.0,E
PC,2011.0,Shooter,Square Enix,0.58,90.0,52.0,8.5,3069.0,M
PSP,2007.0,Role-Playing,Square Enix,0.58,67.0,34.0,7.7,47.0,E10+
X360,2012.0,Fighting,Namco Bandai Games,0.58,77.0,56.0,6.2,124.0,T
PS2,2005.0,Role-Playing,Square Enix,0.58,58.0,23.0,8,35.0,E10+
X360,2008.0,Action,Ubisoft,0.58,55.0,50.0,6.4,58.0,T
Wii,2008.0,Action,Take-Two Interactive,0.58,68.0,18.0,5.7,29.0,E
X360,2010.0,Misc,Warner Bros. Interactive Entertainment,0.58,33.0,6.0,3.7,9.0,E
PS2,2004.0,Role-Playing,Electronic Arts,0.58,73.0,35.0,8.2,60.0,T
DS,2010.0,Shooter,Activision,0.58,74.0,13.0,6,54.0,T
PS3,2008.0,Sports,Electronic Arts,0.58,81.0,20.0,7.3,25.0,E
PS3,2011.0,Sports,Sony Computer Entertainment,0.58,90.0,30.0,7.8,87.0,E
X360,2012.0,Adventure,Microsoft Game Studios,0.58,68.0,31.0,5.1,15.0,E
WiiU,2013.0,Platform,Activision,0.58,89.0,7.0,6,96.0,E10+
PS2,2003.0,Action,Atari,0.58,38.0,21.0,6.3,23.0,T
Wii,2009.0,Misc,Activision,0.58,74.0,17.0,7.7,6.0,T
X360,2009.0,Action,Ubisoft,0.58,73.0,64.0,7.3,51.0,T
PS3,2011.0,Adventure,Electronic Arts,0.58,70.0,51.0,7.9,181.0,M
3DS,2013.0,Role-Playing,Atlus,0.58,83.0,48.0,8.3,251.0,M
X360,2006.0,Sports,Take-Two Interactive,0.58,84.0,46.0,7.8,67.0,E
PS3,2011.0,Sports,Electronic Arts,0.58,86.0,33.0,7.5,52.0,E10+
PS2,2000.0,Shooter,Infogrames,0.58,77.0,23.0,6.8,13.0,M
PS,2000.0,Role-Playing,Namco Bandai Games,0.58,42.0,5.0,7.6,47.0,E
XB,2005.0,Action,Ubisoft,0.58,85.0,46.0,8.4,28.0,M
PS3,2013.0,Fighting,Namco Bandai Games,0.58,71.0,53.0,8.3,55.0,T
PS2,2002.0,Shooter,Konami Digital Entertainment,0.58,78.0,33.0,6.6,25.0,T
DS,2009.0,Role-Playing,Square Enix,0.58,71.0,49.0,7.1,38.0,E10+
PS3,2013.0,Platform,Ubisoft,0.58,91.0,23.0,8.7,310.0,E10+
PSV,2012.0,Sports,Electronic Arts,0.58,79.0,45.0,7.2,79.0,E
PS,2000.0,Action,Activision,0.58,77.0,14.0,8.7,32.0,M
GC,2002.0,Sports,Activision,0.58,91.0,19.0,8.6,21.0,T
PS2,2006.0,Action,Namco Bandai Games,0.58,52.0,22.0,6.9,17.0,T
PS2,2005.0,Sports,Electronic Arts,0.58,78.0,27.0,8.5,29.0,E10+
PS,1999.0,Role-Playing,SquareSoft,0.58,79.0,14.0,9,77.0,M
Wii,2008.0,Sports,Electronic Arts,0.58,70.0,37.0,8.4,25.0,E
Wii,2011.0,Action,Disney Interactive Studios,0.57,76.0,4.0,8.3,6.0,E10+
XB,2005.0,Shooter,Ubisoft,0.57,85.0,56.0,5.7,73.0,M
GBA,2002.0,Sports,Activision,0.57,85.0,13.0,8.8,4.0,E
